index,type,type,name,usage(KB),total(KB),parentStack
12,  techset,techset,mc_l_sm_r0c0d0n0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
13,  techset,techset,mc_l_hsm_r0c0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
14,  techset,techset,mc_l_hsm_r0c0s0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
15,  techset,techset,mc_l_hsm_r0c0n0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
16,  techset,techset,mc_l_hsm_r0c0n0s0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
17,  techset,techset,mc_l_hsm_r0c0d0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
18,  techset,techset,mc_l_hsm_r0c0d0s0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
19,  techset,techset,mc_l_hsm_r0c0d0n0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
20,  techset,techset,mc_l_hsm_r0c0d0n0s0_clothcharr,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_1|material|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
21,      image,image,char_burning_mask,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_2|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
22,      image,image,char_body_burn_swatch_c,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_2|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
23,      image,image,~char_ger_honorguard_body1_s-rgbl-11,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_2|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
24,      image,image,char_ger_honorguard_body1_n,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_2|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
25,      image,image,char_burned_swatch_n,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_2|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
26,      image,image,char_ger_honorguard_body1_c,0.0,0.0,|mc/mtl_char_ger_honorguard_body1_1|material|char_ger_honorgd_body1_g_rlegspawn|xmodel|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
27,      image,image,char_base_fabric_cotton_n,0.0,0.0,|mc/mtl_char_ger_honorguard_linen1_2|material|char_ger_honorgd_body1_2_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_2_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_2_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
28,    material,material,mc/mtl_char_ger_honorguard_linen1_1,0.4,0.6,|char_ger_honorgd_body1_g_legsoff_1|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_g_legsoffalias.csv|csv|char_ger_hnrgrd_body1_g_legsoffalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
29,      image,image,char_base_fabric_leather_n,0.0,0.0,|mc/mtl_char_ger_honorguard_lthr1_2|material|char_ger_honorgd_body1_2_g_llegoff_2|xmodel|../raw/xmodelalias/char_ger_hnrgrd_body1_2_g_llegoffalias.csv|csv|char_ger_hnrgrd_body1_2_g_llegoffalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
30,    material,material,mc/mtl_char_ger_honorguard_lthr1_1,0.4,0.4,|char_ger_honorgd_body1_g_llegspawn|xmodel|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
31,      image,image,plain_smooth_n,0.0,0.0,|mc/mtl_char_ger_honorguard_metal1_2|material|char_ger_honorgd_body1_2_g_behead|xmodel|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
32,    material,material,mc/mtl_char_ger_honorguard_metal1_1,0.4,0.4,|char_ger_honorgd_body1_g_behead|xmodel|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
33,      image,image,char_burned_head_c,0.0,0.0,|mc/mtl_char_ger_head1_1|material|char_ger_honorgd_body1_2_g_behead|xmodel|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
34,      image,image,~char_head_spec-rgb&char_head~3c7873c9,0.0,0.0,|mc/mtl_char_ger_head1_1|material|char_ger_honorgd_body1_2_g_behead|xmodel|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
35,      image,image,char_ger_zombie_head1_n,0.0,0.0,|mc/mtl_char_ger_headz1_4|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
36,      image,image,char_ger_zombie_head1_c,0.0,0.0,|mc/mtl_char_ger_headz1_1|material|char_ger_honorgd_zombiehead4_1|xmodel|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
37,      image,image,skin_pore_detail,0.0,0.0,|mc/mtl_viewmodel_raider_skin|material|viewmodel_hands_cloth|xmodel|sp/fraggrenade|weapon|../raw/aitype/zombie_dog.csv|csv|zombie_dog|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
38,    material,material,mc/mtl_char_ger_headz1_1,0.4,0.5,|char_ger_honorgd_zombiehead4_1|xmodel|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
39,    material,material,mc/mtl_char_ger_honorguard_body1_1,0.3,0.3,|char_ger_honorgd_body1_g_rlegspawn|xmodel|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
40,  xmodel,xmodel,char_ger_honorgd_bodyz1_1,304.6,306.9,|../raw/xmodelalias/char_ger_honorgd_bodyzalias.csv|csv|char_ger_honorgd_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
41,      image,image,char_ger_zombie_head3_c,0.0,0.0,|mc/mtl_char_ger_headz1_3|material|char_ger_honorgd_zombiehead4_6|xmodel|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
42,    material,material,mc/mtl_char_ger_headz1_3,0.4,0.4,|char_ger_honorgd_zombiehead4_6|xmodel|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
43,  xmodel,xmodel,char_ger_honorgd_bodyz2_1,341.1,341.5,|../raw/xmodelalias/char_ger_honorgd_bodyzalias.csv|csv|char_ger_honorgd_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
44,  rawfile,rawfile,xmodelalias/char_ger_honorgd_zombieheadalias.gsc,1.1,1.1,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
45,  techset,techset,mc_unlit,2.3,2.3,|mc/mtl_nazi_hellhound_eyes|material|zombie_wolf_variant_a|xmodel|../raw/character/character_sp_zombie_dog_black_fur.csv|csv|character_sp_zombie_dog_black_fur|character|../raw/aitype/zombie_dog.csv|csv|zombie_dog|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
46,      image,image,zombie_eye,0.0,0.0,|mc/mtl_nazi_hellhound_eyes|material|zombie_wolf_variant_a|xmodel|../raw/character/character_sp_zombie_dog_black_fur.csv|csv|character_sp_zombie_dog_black_fur|character|../raw/aitype/zombie_dog.csv|csv|zombie_dog|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
47,    material,material,mc/mtl_char_ger_nazizombie_eyes,0.1,0.1,|char_ger_honorgd_zombiehead4_6|xmodel|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
48,  xmodel,xmodel,char_ger_honorgd_zombiehead1_1,95.8,95.9,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
49,      image,image,char_ger_zombie_head2_c,0.0,0.0,|mc/mtl_char_ger_headz1_2|material|char_ger_honorgd_bodyz1_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
50,    material,material,mc/mtl_char_ger_headz1_2,0.4,0.4,|char_ger_honorgd_bodyz1_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
51,  xmodel,xmodel,char_ger_honorgd_zombiehead1_2,1.7,2.1,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
52,  xmodel,xmodel,char_ger_honorgd_zombiehead1_3,1.7,1.7,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
53,      image,image,char_ger_zombie_head4_c,0.0,0.0,|mc/mtl_char_ger_headz1_4|material|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
54,    material,material,mc/mtl_char_ger_headz1_4,0.4,0.4,|char_ger_honorgd_bodyz2_2|xmodel|../raw/xmodelalias/char_ger_honorgd2_bodyzalias.csv|csv|char_ger_honorgd2_bodyzalias|xmodelalias|../raw/character/char_ger_honorguard2_zombies.csv|csv|char_ger_honorguard2_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
55,  xmodel,xmodel,char_ger_honorgd_zombiehead1_4,1.7,2.1,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
56,  xmodel,xmodel,char_ger_honorgd_zombiehead1_5,1.7,1.7,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
57,  xmodel,xmodel,char_ger_honorgd_zombiehead1_6,1.7,1.7,|../raw/xmodelalias/char_ger_honorgd_zombieheadalias.csv|csv|char_ger_honorgd_zombieheadalias|xmodelalias|../raw/character/char_ger_honorguard_zombies.csv|csv|char_ger_honorguard_zombies|character|../raw/aitype/axis_zombie_ger_ber_sshonor.csv|csv|axis_zombie_ger_ber_sshonor|aitype|maps/template.d3dbsp|col_map_sp|../zone_source/template.csv|csv
